Unique ID,Surgery Name,Surgery Address 1,Surgery Address 2,Surgery Town,Surgery County,Surgery Post Code,Surgery Email,Surgery Telephone,TEVA Account No,TEVA Manager,Total Patients,Total Patients (Dispensing),Wholesaler Name,Wholesale Account,Wholesale Depot,Discount Braltus Zonda 10mcg,Discount DuoResp Spiromax 160mcg/4.5mcg,Discount DuoResp Spiromax 320mcg/9mcg,Discount Qvar MDI 50mcg,Discount Qvar MDI 100mcg,Discount Qvar Easi-Breathe 50mcg,Discount Qvar Easi-Breathe 100mcg,Authorised Signatory,Terms Agreement,Date Created,Activated,Date Activated,Sending bank details,
5f3fce53-e598-4d59-bf6a-7c348d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF\web.xml,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce4f-1254-4d17-a58e-7c348d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce48-334c-41d4-a1e5-4b5a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce44-d35c-4407-9e82-4b5a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,................windowswin.ini,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce3f-2d4c-4d6d-91ea-4b5a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce3a-5e54-47d0-9af1-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF\web.xml,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce35-c3f4-4772-b5fa-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce31-86ac-448d-b494-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce2d-361c-4175-9ffd-4b5a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,file:///etc/passwd,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce28-14f8-4e9b-aacc-69738d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce23-9dec-4ade-a40a-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/.././.././.././.././.././.././.././../etc/./passwd%00,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce1e-c4d0-4e1f-ba85-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,%2fetc%2fpasswd,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce19-ff2c-45fd-90fb-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/etc/passwd,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce14-a390-4302-a79b-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF\web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce0f-4224-4eaf-b2d2-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce09-8d44-4fd0-aa85-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce05-15dc-4a49-beff-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,................windowswin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fce00-cf98-4d31-8aea-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdfa-6878-439d-9136-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF\web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdf6-db78-4d7d-82ff-43f68d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdf1-dc40-4c0b-99d2-43f68d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcded-2028-4b19-bf8b-45248d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,file:///etc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcde8-ce08-47c0-9017-45248d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcde2-8f98-45ed-a73b-45248d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/.././.././.././.././.././.././.././../etc/./passwd%00,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdde-697c-43b9-8f7a-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,%2fetc%2fpasswd,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdd9-0b68-4b36-981e-2a988d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/etc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdd3-a7f4-4f17-bdf6-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF\web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdcf-049c-4838-b516-45248d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdc9-c4d4-42f4-8d7d-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdc9-6f20-4517-9160-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,PCqFNWFo&#039;));select pg_sleep(21); -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdc4-43bc-4f4a-93dc-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,................windowswin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdc4-f9b4-4afd-887c-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,BYpKFhbg&#039;);select pg_sleep(14); -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdbf-f3f8-4094-a222-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdbf-0068-4080-84fc-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,dzE1PX3q&#039;;select pg_sleep(7); -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdba-f704-45af-b1f1-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF\web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdba-1b88-42f3-be57-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,oQGpSgrx&#039;; waitfor delay &#039;0:0:7&#039; -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdb5-52c8-4ffa-8dbb-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,1 waitfor delay &#039;0:0:7&#039; -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdb6-7a84-4f5a-97d0-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdb1-f3e0-4c41-8194-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,(select(0)from(select(sleep(7)))v)/*&#039;+(select(0)from(select(sleep(7)))v)+&#039;&quot;+(select(0)from(select(sleep(7)))v)+&quot;*/,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdb1-11dc-4581-b83b-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdac-ad4c-4100-bd1a-3c6a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,file:///etc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcdad-fc5c-4850-9ab6-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,if(now()=sysdate(),sleep(21),0)/*&#039;XOR(if(now()=sysdate(),sleep(21),0))OR&#039;&quot;XOR(if(now()=sysdate(),sleep(21),0))OR&quot;*/,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcda8-6828-4825-b217-2aa18d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcda8-f6dc-4647-97c8-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,-1&quot; OR 2+473-473-1=0+0+0+1 -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcda4-fca4-4b5c-b182-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,-1&#039; OR 2+181-181-1=0+0+0+1 or &#039;ILcSAW5T&#039;=&#039;,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcda3-124c-4b50-ac2e-2aa18d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/.././.././.././.././.././.././.././../etc/./passwd%00,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd9e-e2ac-4af1-9766-2aa18d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,%2fetc%2fpasswd,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd9e-1e6c-421c-9593-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,-1&#039; OR 2+627-627-1=0+0+0+1 -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd9a-8c8c-492e-a625-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,-1 OR 2+559-559-1=0+0+0+1,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd99-8364-486f-af3c-4b5a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/etc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd95-2104-4077-b5f8-1f8e8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
5f3fcd95-486c-4827-b5af-168b8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,-1 OR 2+632-632-1=0+0+0+1 -- ,No,No,No,No,No,No,No,No,Yes,2020-08-21,No,0000-00-00,Yes,
